,Öğrenci_Bilgisi,Not_Bilgisi
2493,"Holmes, Belinda",39.0
2494,"Watson, Amber",100.0
2495,"Hawkins, Rubie",85.0
2496,"Perkins, Adrianna",43.0
2497,"Casey, Thomas",53.0
2498,"Campbell, Elise",61.0
2499,"Morrison, George",66.0
2500,"Wells, Naomi",84.0
2501,"Armstrong, Gianna",61.0
2502,"Perry, Brooke",77.0
2503,"Bailey, William",95.0
2504,"Anderson, Oscar",100.0
2505,"Foster, Anna",57.0
2506,"Casey, Antony",80.0
2507,"Cameron, Eleanor",83.0
2508,"Douglas, James",53.0
2509,"Campbell, Anna",60.0
2510,"Foster, Arthur",79.0
2511,"Foster, Adrianna",69.0
2512,"Baker, Eddy",93.0
2513,"Fowler, Rubie",100.0
2514,"Perkins, Brad",31.0
2515,"Barnes, Sarah",80.0
2516,"Casey, Tyler",79.0
2517,"Turner, Daniel",49.0
2518,"Sullivan, Penelope",49.0
2519,"Hunt, Tony",85.0
2520,"Bailey, Adrian",48.0
2521,"Murphy, Valeria",45.0
2522,"Crawford, Camila",85.0
2523,"Allen, Kristian",73.0
2524,"Scott, Ashton",70.0
2525,"Stevens, Amanda",68.0
2526,"Wells, Ada",71.0
2527,"Jones, Tess",82.0
2528,"Hall, Amber",89.0
2529,"Cameron, Victoria",64.0
2530,"Wilson, Tara",83.0
2531,"Elliott, Kristian",36.0
2532,"Ferguson, Jessica",77.0
2533,"Richardson, Naomi",69.0
2534,"Cooper, Clark",82.0
2535,"Harris, Isabella",82.0
2536,"Casey, Adam",79.0
2537,"Fowler, Marcus",63.0
2538,"Richardson, Henry",54.0
2539,"Adams, Tony",85.0
2540,"Martin, Ted",81.0
2541,"Jones, Spike",75.0
2542,"Barrett, Catherine",91.0
2543,"Wells, Miley",84.0
2544,"Roberts, Arthur",68.0
2545,"Perry, Dominik",74.0
2546,"Brown, Arnold",67.0
2547,"Ryan, Arthur",74.0
2548,"Stewart, Gianna",64.0
2549,"Davis, Alan",71.0
2550,"Richards, Vanessa",90.0
2551,"Clark, Charlie",31.0
2552,"Ross, Kirsten",54.0
2553,"Carroll, Paige",57.0
2554,"Cole, Adrianna",77.0
2555,"Chapman, Reid",54.0
2556,"Spencer, Cadie",80.0
2557,"Watson, Bruce",93.0
2558,"Higgins, Antony",89.0
2559,"Hill, Arthur",72.0
2560,"Wells, April",80.0
2561,"Johnson, Isabella",95.0
2562,"Thompson, Gianna",71.0
2563,"Perkins, Olivia",72.0
2564,"Mitchell, Camila",45.0
2565,"Richardson, Amelia",91.0
2566,"Baker, Kristian",63.0
2567,"Evans, Elian",29.0
2568,"Davis, Agata",46.0
2569,"Harper, Julia",81.0
2570,"Baker, Aldus",79.0
2571,"Cooper, Justin",84.0
2572,"Miller, Alisa",57.0
2573,"Barnes, Tess",50.0
2574,"Williams, Roland",88.0
2575,"Taylor, Alan",30.0
2576,"Johnston, Victoria",45.0
2577,"Hill, Alexia",47.0
2578,"Armstrong, Nicholas",58.0
2579,"Kelley, Natalie",86.0
2580,"Ross, Tara",68.0
2581,"Riley, Carlos",93.0
2582,"Perry, Carlos",58.0
2583,"Armstrong, Patrick",53.0
2584,"Elliott, Spike",74.0
2585,"Wells, Roland",67.0
2586,"Ellis, Alisa",94.0
2587,"Payne, Amanda",78.0
2588,"Perkins, Stuart",86.0
2589,"Perry, Belinda",82.0
2590,"Clark, Alisa",82.0
2591,"Casey, Daisy",65.0
2592,"Holmes, Penelope",72.0
2593,"Henderson, Freddie",89.0
2594,"Brooks, Walter",66.0
2595,"Ryan, Kellan",32.0
2596,"Gibson, Arnold",83.0
2597,"Cole, Ellia",44.0
2598,"Smith, Daisy",100.0
2599,"Stevens, Elian",70.0
2600,"Russell, Aldus",67.0
2601,"Cooper, Arnold",67.0
2602,"Holmes, Alen",59.0
2603,"Ferguson, Lucas",93.0
2604,"Dixon, Valeria",78.0
2605,"Watson, Sarah",74.0
2606,"Farrell, Rafael",68.0
2607,"Moore, Daisy",59.0
2608,"Tucker, Edith",49.0
2609,"Ryan, Clark",55.0
2610,"Johnson, Martin",41.0
2611,"Stevens, Maximilian",70.0
2612,"Smith, Kelsey",100.0
2613,"Riley, Camila",88.0
2614,"Phillips, Ryan",93.0
2615,"Hill, Reid",65.0
2616,"Smith, Derek",61.0
2617,"Harper, Amy",68.0
2618,"Ferguson, Lana",100.0
2619,"Johnston, Lucia",68.0
2620,"Spencer, Daryl",76.0
2621,"Fowler, Jack",80.0
2622,"Bennett, Miley",73.0
2623,"Russell, Henry",82.0
2624,"Barrett, Roland",70.0
2625,"Johnston, Paige",71.0
2626,"Bennett, Clark",95.0
2627,"Jones, Cherry",87.0
2628,"Clark, Sarah",80.0
2629,"Murray, Chloe",100.0
2630,"Armstrong, Reid",27.0
2631,"Riley, Amber",73.0
2632,"Wells, Melanie",72.0
2633,"Bailey, Ryan",77.0
2634,"Douglas, Alisa",94.0
2635,"Taylor, Charlotte",74.0
2636,"Wells, Lucas",34.0
2637,"Carter, Jared",81.0
2638,"Carroll, Derek",52.0
2639,"Cunningham, Ashton",67.0
2640,"Reed, Jenna",69.0
2641,"Stevens, Marcus",74.0
2642,"Davis, Roland",72.0
2643,"Murray, Ada",71.0
2644,"Murphy, Tess",46.0
2645,"Perkins, Reid",83.0
2646,"Sullivan, Charlie",71.0
2647,"Sullivan, Antony",54.0
2648,"Anderson, Naomi",75.0
2649,"Perry, Tess",59.0
2650,"Cooper, Edgar",82.0
2651,"Howard, Jenna",45.0
2652,"Richards, Richard",66.0
2653,"Allen, Alen",73.0
2654,"Hall, Melanie",85.0
2655,"Moore, Cherry",100.0
2656,"Myers, Sabrina",69.0
2657,"Watson, Dominik",87.0
2658,"Hall, Samantha",40.0
2659,"Hawkins, Tiana",57.0
2660,"Cameron, Amber",65.0
2661,"Martin, James",46.0
2662,"Gray, Albert",79.0
2663,"Bennett, Brooke",64.0
2664,"West, Sarah",72.0
2665,"Hawkins, Ada",65.0
2666,"Sullivan, Edgar",72.0
2667,"Harrison, Jared",94.0
2668,"Cole, Myra",86.0
2669,"Phillips, Aida",100.0
2670,"Phillips, Adam",74.0
2671,"Harper, Melissa",77.0
2672,"Perkins, Edith",62.0
2673,"Wilson, Gianna",70.0
2674,"Wright, Brooke",66.0
2675,"Phillips, Sawyer",72.0
2676,"Kelley, Jessica",36.0
2677,"Higgins, Oscar",78.0
2678,"Armstrong, Roland",48.0
2679,"Warren, Ryan",52.0
2680,"Campbell, April",94.0
2681,"Barnes, Rafael",86.0
2682,"Anderson, Cadie",69.0
2683,"Barnes, Tyler",100.0
2684,"Crawford, Reid",84.0
2685,"Farrell, Charlie",89.0
2686,"Miller, Michael",79.0
2687,"Armstrong, Richard",72.0
2688,"Harper, Martin",42.0
2689,"Carter, Alissa",57.0
2690,"Gibson, Amber",63.0
2691,"Kelley, Patrick",48.0
2692,"Russell, Lucas",46.0
2693,"Armstrong, Brooke",84.0
2694,"Cooper, Ryan",74.0
2695,"Casey, Steven",91.0
2696,"Murray, Kimberly",81.0
2697,"Williams, Tess",77.0
2698,"Tucker, Melissa",52.0
2699,"Howard, Jared",49.0
2700,"Watson, Eddy",72.0
2701,"Armstrong, Eleanor",81.0
2702,"Stewart, Kelsey",78.0
2703,"Stewart, Tess",100.0
2704,"Murphy, Eddy",87.0
2705,"Perkins, Adam",88.0
2706,"Dixon, Adrianna",62.0
2707,"Perry, Melissa",100.0
2708,"Williams, Aida",61.0
2709,"Casey, Rafael",91.0
2710,"Chapman, Wilson",86.0
2711,"Williams, Freddie",62.0
2712,"Wright, Martin",46.0
2713,"Campbell, Eddy",85.0
2714,"Mitchell, Ellia",83.0
2715,"Kelly, Charlie",68.0
2716,"Johnston, Briony",71.0
2717,"Roberts, Stella",90.0
2718,"Barrett, Alford",63.0
2719,"Gray, Preston",84.0
2720,"Taylor, Vanessa",21.0
2721,"Baker, Martin",83.0
2722,"Douglas, Ashton",97.0
2723,"Jones, Tara",72.0
2724,"Carroll, Tony",59.0
2725,"Carroll, Cadie",75.0
2726,"Barrett, Charlie",76.0
2727,"Miller, Cadie",48.0
2728,"Bailey, James",84.0
2729,"Howard, William",90.0
2730,"Dixon, Adam",55.0
2731,"Alexander, Carlos",74.0
2732,"Gibson, Belinda",79.0
2733,"Harris, Arnold",89.0
2734,"Johnson, Chloe",84.0
2735,"Ryan, Fenton",70.0
2736,"Kelley, Lucia",60.0
2737,"Holmes, Aldus",76.0
2738,"Turner, Tara",88.0
2739,"Ellis, Michael",45.0
2740,"Foster, Oliver",66.0
2741,"Moore, Tara",68.0
2742,"Bailey, Valeria",74.0
2743,"Elliott, Kelvin",86.0
2744,"Alexander, Naomi",77.0
2745,"Kelly, Jenna",53.0
2746,"Harrison, Jenna",40.0
2747,"Ferguson, Reid",90.0
2748,"Miller, Victor",42.0
2749,"Mitchell, Ada",56.0
2750,"Gray, Edith",84.0
2751,"Holmes, Edgar",100.0
2752,"Hunt, Freddie",80.0
2753,"Chapman, Roland",73.0
2754,"Hunt, Melanie",90.0
2755,"Farrell, Alan",94.0
2756,"Ryan, Edith",71.0
2757,"Crawford, Isabella",61.0
2758,"Johnson, Lilianna",62.0
2759,"Bennett, Rafael",92.0
2760,"Baker, Miley",100.0
2761,"Scott, Sabrina",59.0
2762,"Perkins, Tony",58.0
2763,"Watson, Antony",94.0
2764,"Carroll, David",52.0
2765,"Casey, Kirsten",48.0
2766,"Wright, Alan",74.0
2767,"Murray, George",55.0
2768,"Payne, Ellia",46.0
2769,"Brooks, Ashton",83.0
2770,"Alexander, Arnold",50.0
2771,"Sullivan, Tess",72.0
2772,"Russell, Justin",58.0
2773,"Wilson, Melanie",79.0
2774,"Warren, Patrick",61.0
2775,"Taylor, Chloe",81.0
2776,"Riley, Valeria",87.0
2777,"Johnston, Stuart",70.0
2778,"Tucker, Victor",56.0
2779,"Holmes, Adrian",49.0
2780,"Williams, Lily",72.0
2781,"Chapman, Patrick",65.0
2782,"Spencer, Alexia",86.0
2783,"Spencer, Olivia",65.0
2784,"Russell, Maria",75.0
2785,"Ferguson, Kirsten",92.0
2786,"Davis, Kristian",84.0
2787,"Richardson, Victoria",70.0
2788,"Campbell, Edgar",64.0
2789,"Mitchell, Sawyer",100.0
2790,"Douglas, Stella",60.0
2791,"Cooper, Paige",53.0
2792,"Owens, Tiana",54.0
2793,"Harrison, Antony",84.0
2794,"Wright, Tess",80.0
2795,"Tucker, Naomi",88.0
2796,"Gray, Arnold",74.0
2797,"Hill, Alford",94.0
2798,"Mitchell, Elise",67.0
2799,"Martin, Adrianna",88.0
2800,"Mitchell, Kelsey",70.0
2801,"Douglas, Penelope",63.0
2802,"Adams, Jessica",45.0
2803,"Armstrong, Elise",65.0
2804,"Mitchell, James",67.0
2805,"Bailey, Amy",61.0
2806,"Riley, Kimberly",51.0
2807,"Payne, Alisa",55.0
2808,"Evans, Adrian",73.0
2809,"Johnston, Arthur",50.0
2810,"Russell, Wilson",89.0
2811,"Perkins, Amy",79.0
2812,"Hawkins, Eddy",87.0
2813,"Allen, Carina",82.0
2814,"Mitchell, Freddie",90.0
2815,"Johnson, Oscar",53.0
2816,"Smith, Tara",78.0
2817,"Brooks, Elian",55.0
2818,"Carter, Victor",78.0
2819,"Allen, Cherry",48.0
2820,"Williams, Lucia",61.0
2821,"Wells, Stuart",60.0
2822,"Casey, Alisa",72.0
2823,"Cunningham, Brooke",79.0
2824,"Barrett, Abigail",73.0
2825,"Gibson, Samantha",48.0
2826,"Tucker, Alissa",68.0
2827,"Foster, Tony",45.0
2828,"Ross, William",57.0
2829,"Chapman, Alan",75.0
2830,"Jones, Preston",55.0
2831,"Clark, Alen",64.0
2832,"Carroll, Aida",83.0
2833,"Johnston, Valeria",67.0
2834,"Cameron, Abigail",53.0
2835,"Morrison, Sawyer",100.0
2836,"Brown, Cherry",50.0
2837,"West, Eddy",70.0
2838,"Harris, Briony",43.0
2839,"Allen, Catherine",68.0
2840,"Stewart, Arthur",76.0
2841,"Carroll, Ted",51.0
2842,"Chapman, Walter",82.0
2843,"Brooks, Daryl",82.0
2844,"Cunningham, Kristian",70.0
2845,"Clark, Thomas",80.0
2846,"Clark, Alissa",43.0
2847,"Armstrong, Olivia",59.0
2848,"Ryan, Albert",79.0
2849,"Russell, Sawyer",80.0
2850,"Russell, Maddie",69.0
2851,"Richards, Oscar",40.0
2852,"Hill, Isabella",59.0
2853,"Gray, Annabella",72.0
2854,"Foster, Walter",64.0
2855,"Dixon, Samantha",66.0
2856,"Elliott, Sabrina",85.0
2857,"Richardson, Catherine",60.0
2858,"Brooks, Lucas",100.0
2859,"Johnson, Agata",67.0
2860,"Barnes, Kristian",68.0
2861,"Perkins, Byron",80.0
2862,"Howard, Derek",48.0
2863,"Higgins, Albert",36.0
2864,"Bennett, Maximilian",75.0
2865,"Carroll, Stella",81.0
2866,"Martin, Charlie",97.0
2867,"Anderson, Edgar",79.0
2868,"Stevens, Alford",41.0
2869,"Cole, Bruce",66.0
2870,"Smith, Eleanor",81.0
2871,"Foster, Daisy",60.0
2872,"Hunt, Abigail",49.0
2873,"Foster, Sarah",71.0
2874,"Dixon, Briony",69.0
2875,"Spencer, Vanessa",55.0
2876,"Miller, Alan",99.0
2877,"Holmes, Agata",85.0
2878,"Williams, Charlotte",78.0
2879,"Johnson, Arthur",86.0
2880,"Kelley, Stella",69.0
2881,"Riley, Belinda",60.0
2882,"Armstrong, Ada",55.0
2883,"Gibson, Wilson",70.0
2884,"Morrison, Jessica",55.0
2885,"Tucker, Emma",64.0
2886,"Turner, Alford",63.0
2887,"Wilson, Lana",74.0
2888,"Richards, Abigail",69.0
2889,"Sullivan, Amy",87.0
2890,"Sullivan, Kirsten",71.0
2891,"Stevens, Agata",63.0
2892,"Murray, Roland",68.0
2893,"Ferguson, Ryan",71.0
2894,"Ferguson, Jack",70.0
2895,"Brooks, Miley",85.0
2896,"Brown, Sarah",66.0
2897,"Foster, Frederick",91.0
2898,"Wells, Myra",73.0
2899,"Douglas, Alford",45.0
2900,"Johnson, George",82.0
2901,"Thompson, Charlie",45.0
2902,"Williams, Abigail",29.0
2903,"Riley, Carina",69.0
2904,"Morrison, Elian",87.0
2905,"Kelly, Kirsten",89.0
2906,"Cooper, Tyler",23.0
2907,"Russell, Arnold",75.0
2908,"Stewart, Aldus",69.0
2909,"Crawford, Amy",91.0
2910,"Owens, Derek",78.0
2911,"Phillips, Rafael",73.0
2912,"Armstrong, Maria",84.0
2913,"Barnes, Kirsten",82.0
2914,"Owens, Patrick",48.0
2915,"Thompson, Amanda",89.0
2916,"Warren, Amber",56.0
2917,"Elliott, Amanda",76.0
2918,"Cole, Alen",67.0
2919,"Gray, Maddie",76.0
2920,"Taylor, Bruce",79.0
2921,"Allen, Victoria",27.0
2922,"Ryan, Steven",70.0
2923,"Scott, Preston",70.0
2924,"Howard, Adrianna",84.0
2925,"Murray, Garry",79.0
2926,"Mitchell, Briony",70.0
2927,"Cole, Rubie",76.0
2928,"Gibson, Ashton",79.0
2929,"Johnston, Edgar",51.0
2930,"Dixon, Ashton",75.0
2931,"Holmes, Ryan",70.0
2932,"Barnes, Martin",73.0
2933,"Kelly, Alen",69.0
2934,"Howard, Antony",57.0
2935,"Higgins, Maria",65.0
2936,"Smith, Carina",46.0
2937,"Hill, Myra",69.0
2938,"Alexander, Oscar",71.0
2939,"Wilson, Arthur",67.0
2940,"Perkins, Derek",38.0
2941,"Williams, Adam",81.0
2942,"Martin, Kirsten",78.0
2943,"Higgins, Amelia",56.0
2944,"Ellis, Rubie",72.0
2945,"Brown, Marcus",45.0
2946,"Foster, Ellia",99.0
2947,"Davis, Kelsey",82.0
2948,"Fowler, Kelsey",45.0
2949,"Owens, Miley",100.0
2950,"Barrett, Kelsey",76.0
2951,"Howard, Lucas",73.0
2952,"Hall, Reid",73.0
2953,"Phillips, Stella",95.0
2954,"Cunningham, April",67.0
2955,"Harrison, Gianna",81.0
2956,"Elliott, Chloe",71.0
2957,"Harris, Rubie",83.0
2958,"Stevens, Patrick",70.0
2959,"Gibson, Albert",69.0
2960,"Carroll, Myra",72.0
2961,"Myers, Stella",74.0
2962,"Johnson, Cherry",55.0
2963,"Scott, Roland",70.0
2964,"Campbell, Emma",87.0
2965,"Murphy, Jenna",74.0
2966,"Campbell, Arnold",77.0
2967,"Carroll, Amber",100.0
2968,"Perry, Alexia",67.0
2969,"Warren, Sabrina",57.0
2970,"Campbell, Julia",43.0
2971,"Cooper, Ellia",44.0
2972,"Henderson, Thomas",50.0
2973,"Turner, Alissa",90.0
2974,"Phillips, Charlie",58.0
2975,"Perkins, Carina",99.0
2976,"Johnston, Melissa",75.0
2977,"Mitchell, Henry",83.0
2978,"Richardson, Edgar",76.0
2979,"Campbell, James",57.0
2980,"Elliott, Caroline",61.0
2981,"Gibson, Adrian",55.0
2982,"Perkins, Annabella",82.0
2983,"Taylor, Adrian",57.0
2984,"Kelley, Jasmine",58.0
2985,"Morrison, Jack",80.0
2986,"Sullivan, Michael",63.0
2987,"Mitchell, Brooke",69.0
2988,"Kelley, Eleanor",36.0
2989,"Wells, Isabella",73.0
2990,"Armstrong, Henry",74.0
2991,"Morrison, Steven",76.0
2992,"Barnes, Daryl",54.0
2993,"Roberts, Steven",67.0
2994,"Hawkins, Preston",66.0
2995,"Scott, Jessica",38.0
2996,"Tucker, Stella",86.0
2997,"Miller, Samantha",78.0
2998,"Brooks, Emma",72.0
2999,"Farrell, Lucas",80.0
3000,"Allen, Richard",79.0
3001,"Johnston, Lilianna",78.0
3002,"Armstrong, Aida",62.0
3003,"Wright, Abigail",84.0
3004,"Morrison, Roland",58.0
3005,"West, Agata",81.0
3006,"Cole, Kristian",46.0
3007,"Moore, Byron",42.0
3008,"Williams, Edgar",89.0
3009,"Fowler, Dominik",71.0
3010,"Brown, Kristian",85.0
3011,"Clark, Chloe",76.0
3012,"Barnes, Adrian",92.0
3013,"Campbell, Daryl",55.0
3014,"Kelly, David",78.0
3015,"Brown, Rafael",67.0
3016,"Armstrong, Victoria",59.0
3017,"Harrison, Tara",54.0
3018,"Smith, Lily",91.0
3019,"Brown, Rubie",52.0
3020,"Cole, Amy",82.0
3021,"Turner, Reid",46.0
3022,"Stevens, Owen",76.0
3023,"Howard, Sabrina",80.0
3024,"Morrison, Anna",83.0
3025,"Campbell, Byron",65.0
3026,"Jones, Paige",64.0
3027,"Richardson, George",70.0
3028,"Hill, Ada",85.0
3029,"Hawkins, Natalie",44.0
3030,"Barrett, Naomi",60.0
3031,"Allen, Kimberly",97.0
3032,"Johnston, Annabella",60.0
3033,"Dixon, William",75.0
3034,"Howard, Sarah",59.0
3035,"Armstrong, Freddie",76.0
3036,"Miller, Emma",83.0
3037,"Kelley, Antony",71.0
3038,"Kelley, Maria",77.0
3039,"Johnston, Adrian",60.0
3040,"Payne, Eleanor",68.0
3041,"Wells, Fenton",72.0
3042,"Owens, Vanessa",53.0
3043,"Smith, Natalie",52.0
3044,"Cameron, Lily",70.0
3045,"Stewart, Sarah",73.0
3046,"Miller, Edith",52.0
3047,"Clark, Lilianna",35.0
3048,"Crawford, Kellan",56.0
3049,"Ross, Penelope",71.0
3050,"Thompson, Kellan",100.0
3051,"Cunningham, Alen",53.0
3052,"Turner, Natalie",63.0
3053,"Ferguson, Elise",41.0
3054,"Henderson, Spike",72.0
3055,"Cole, Samantha",76.0
3056,"Bailey, Jared",50.0
3057,"Martin, Jack",27.0
3058,"Morrison, Jenna",74.0
3059,"Bailey, Sabrina",100.0
3060,"Campbell, Jasmine",86.0
3061,"Hawkins, Anna",54.0
3062,"West, Brooke",62.0
3063,"Payne, Maddie",70.0
3064,"Hunt, Stella",68.0
3065,"Turner, Alen",60.0
3066,"Warren, Rubie",58.0
3067,"Roberts, Maria",61.0
3068,"Richards, Kellan",98.0
3069,"Payne, Julia",65.0
3070,"Martin, Eddy",56.0
3071,"Cunningham, Kelvin",44.0
3072,"Ryan, Stella",77.0
3073,"Armstrong, Garry",52.0
3074,"Hawkins, Jenna",73.0
3075,"Murphy, Edgar",63.0
3076,"Bennett, Freddie",81.0
3077,"Kelley, Gianna",100.0
3078,"Turner, Garry",83.0
3079,"Jones, Adrianna",78.0
3080,"Richards, Garry",52.0
3081,"Harrison, Reid",83.0
3082,"Russell, Nicholas",71.0
3083,"Wells, George",64.0
3084,"Chapman, Belinda",68.0
3085,"Evans, Catherine",66.0
3086,"Harrison, Henry",68.0
3087,"Johnson, Daisy",84.0
3088,"Holmes, Lana",77.0
3089,"Cole, Maria",77.0
3090,"Kelly, William",93.0
3091,"Cameron, April",50.0
3092,"Davis, Naomi",75.0
3093,"Johnson, Jessica",57.0
3094,"Foster, Patrick",76.0
3095,"Sullivan, Kimberly",100.0
3096,"Brown, Ted",67.0
3097,"Spencer, Agata",64.0
3098,"Barrett, Alen",62.0
3099,"Bennett, Natalie",65.0
3100,"Williams, Emma",62.0
3101,"Thompson, Maximilian",58.0
3102,"Elliott, David",69.0
3103,"Martin, Melanie",86.0
3104,"Sullivan, Brad",79.0
3105,"Ross, Sabrina",50.0
3106,"Mitchell, Amy",62.0
3107,"Holmes, Elian",78.0
3108,"Farrell, Richard",65.0
3109,"Cooper, Vivian",70.0
3110,"Crawford, Tony",55.0
3111,"Myers, David",83.0
3112,"Mitchell, Byron",79.0
3113,"Brown, Cadie",62.0
3114,"Morrison, Stella",59.0
3115,"Ferguson, Brooke",79.0
3116,"Adams, Oscar",55.0
3117,"Richards, Amanda",58.0
3118,"Farrell, Sawyer",100.0
3119,"Holmes, Stuart",69.0
3120,"Carroll, Kellan",59.0
3121,"West, Jenna",71.0
3122,"Brown, Henry",75.0
3123,"Russell, Edith",75.0
3124,"Gibson, Maria",78.0
3125,"Johnston, Walter",93.0
3126,"Harris, Cherry",50.0
3127,"Allen, Anna",83.0
3128,"Spencer, Walter",57.0
3129,"Phillips, Joyce",59.0
3130,"Johnson, April",60.0
3131,"Cooper, Melanie",72.0
3132,"Perry, Kellan",88.0
3133,"Stevens, Rafael",80.0
3134,"Richards, Michael",63.0
3135,"Gray, Vanessa",65.0
3136,"Barrett, Tara",71.0
3137,"Cameron, Thomas",91.0
3138,"Cole, Michael",76.0
3139,"Myers, Arnold",84.0
3140,"Campbell, Stuart",56.0
3141,"Turner, James",69.0
3142,"Bennett, Daniel",59.0
3143,"Moore, Sawyer",72.0
3144,"Phillips, Dominik",81.0
3145,"Moore, Elise",74.0
3146,"Baker, Gianna",49.0
3147,"Casey, Tony",57.0
3148,"Warren, Michael",79.0
3149,"Harrison, Adrian",100.0
3150,"Gray, Tara",92.0
3151,"Bennett, Julia",75.0
3152,"Moore, Emma",79.0
3153,"Riley, Jasmine",62.0
3154,"Phillips, Walter",57.0
3155,"Phillips, Jenna",85.0
3156,"Morrison, Alisa",44.0
3157,"Henderson, Alexia",100.0
3158,"Russell, Adrianna",76.0
3159,"Richards, Jessica",37.0
3160,"Barnes, Lucia",55.0
3161,"Richards, Naomi",75.0
3162,"Cooper, Stuart",59.0
3163,"Spencer, Dominik",71.0
3164,"Elliott, Roland",60.0
3165,"Johnson, Kimberly",67.0
3166,"Farrell, Alissa",64.0
3167,"Brown, Ryan",59.0
3168,"Moore, Natalie",74.0
3169,"Davis, Samantha",54.0
3170,"Bennett, Alford",89.0
3171,"Evans, Vanessa",97.0
3172,"Wilson, Maria",48.0
3173,"Kelly, Jasmine",75.0
3174,"Hill, Maria",81.0
3175,"Foster, Ted",36.0
3176,"Cunningham, Maximilian",72.0
3177,"Ross, Richard",39.0
3178,"Hill, Jack",71.0
3179,"Miller, Alexia",100.0
3180,"Payne, Chloe",81.0
3181,"Johnston, Julia",71.0
3182,"Evans, Henry",32.0
3183,"Evans, Daniel",80.0
3184,"Fowler, Brad",72.0
3185,"Perkins, Maria",89.0
3186,"Clark, Kelvin",100.0
3187,"Reed, Charlotte",73.0
3188,"Holmes, Chloe",64.0
3189,"Smith, Ryan",64.0
3190,"Elliott, Charlie",66.0
3191,"Harris, Alissa",62.0
3192,"Richardson, Oliver",78.0
3193,"Wright, Carina",64.0
3194,"Ross, Daisy",68.0
3195,"Smith, Arnold",95.0
3196,"Brown, Stella",82.0
3197,"Alexander, Edgar",58.0
3198,"Perry, Oscar",61.0
3199,"Roberts, Edgar",87.0
3200,"Bailey, Arnold",75.0
3201,"Brooks, Tyler",56.0
3202,"West, Naomi",58.0
3203,"Allen, Jared",59.0
3204,"Ross, Alan",57.0
3205,"Armstrong, William",68.0
3206,"Richards, Carina",63.0
3207,"Harper, Clark",85.0
3208,"Allen, Tara",60.0
3209,"Hunt, Joyce",72.0
3210,"Hunt, Dominik",72.0
3211,"Carter, Penelope",38.0
3212,"Warren, Anna",55.0
3213,"Wells, Caroline",64.0
3214,"Crawford, Samantha",62.0
3215,"Myers, Charlotte",69.0
3216,"Brooks, Fenton",57.0
3217,"Johnson, Charlie",98.0
3218,"Murray, Antony",74.0
3219,"Davis, Adrian",65.0
3220,"Hall, Kelvin",87.0
3221,"Harris, Joyce",90.0
3222,"Elliott, James",81.0
3223,"Ellis, Wilson",68.0
3224,"Tucker, George",82.0
3225,"Stewart, Preston",93.0
3226,"Hall, Alford",35.0
3227,"Payne, Arnold",59.0
3228,"Myers, Arthur",67.0
3229,"Ryan, Adrian",56.0
3230,"Cole, Brad",71.0
3231,"Ferguson, Tony",76.0
3232,"Anderson, Tess",69.0
3233,"Morrison, Briony",79.0
3234,"Anderson, Catherine",50.0
3235,"Miller, Arnold",61.0
3236,"Brooks, Martin",50.0
3237,"Williams, Thomas",59.0
3238,"Cameron, Alisa",88.0
3239,"Turner, Fenton",89.0
3240,"Richards, Aldus",59.0
3241,"Brown, Stuart",100.0
3242,"Hall, Emma",71.0
3243,"Cameron, Amelia",92.0
3244,"Russell, Ada",73.0
3245,"Sullivan, Kristian",72.0
3246,"Barrett, Arnold",71.0
3247,"Higgins, Kimberly",61.0
3248,"Stevens, Henry",59.0
3249,"Johnston, Tess",97.0
3250,"Kelly, Samantha",80.0
3251,"Thompson, Arthur",62.0
3252,"Adams, Frederick",56.0
3253,"Warren, Lana",87.0
3254,"Crawford, Arnold",76.0
3255,"Owens, Charlotte",79.0
3256,"Kelly, Edith",80.0
3257,"Carroll, Caroline",51.0
3258,"Howard, Elian",55.0
3259,"Smith, Kristian",81.0
3260,"Murphy, Lucas",72.0
3261,"Anderson, Ted",42.0
3262,"Carroll, Rafael",50.0
3263,"Moore, Owen",66.0
3264,"Myers, Naomi",81.0
3265,"Johnston, Ted",100.0
3266,"Brown, Alissa",73.0
3267,"Russell, James",66.0
3268,"Miller, Annabella",73.0
3269,"Alexander, Carina",92.0
3270,"Chapman, Daryl",94.0
3271,"Jones, Ellia",92.0
3272,"Turner, Paige",83.0
3273,"Foster, Paige",71.0
3274,"Murray, Samantha",94.0
3275,"Bailey, Aldus",74.0
3276,"Spencer, Preston",47.0
3277,"Bailey, Vanessa",54.0
3278,"Hunt, Lucia",65.0
3279,"Bennett, Lily",66.0
3280,"Carter, April",92.0
3281,"Higgins, Vivian",66.0
3282,"Harris, Bruce",100.0
3283,"Barrett, Briony",80.0
3284,"Hunt, Tara",65.0
3285,"Smith, Isabella",43.0
3286,"Hunt, Justin",45.0
3287,"Perry, Annabella",99.0
3288,"Cameron, Kristian",86.0
3289,"Douglas, Daisy",62.0
3290,"Johnson, Samantha",90.0
3291,"Perkins, Melanie",54.0
3292,"Kelly, Vanessa",67.0
3293,"Elliott, Rubie",85.0
3294,"Fowler, Agata",65.0
3295,"Carroll, Wilson",85.0
3296,"Riley, Naomi",44.0
3297,"Higgins, Tiana",54.0
3298,"Holmes, Brooke",59.0
3299,"Foster, Camila",83.0
3300,"Spencer, Edith",72.0
3301,"Jones, Lucia",73.0
3302,"Cunningham, Melissa",57.0
